Info 0    [9:35:25.625] Format host information updated
Info 117  [9:46:45.989] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 118  [9:46:46.7] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 33 structureChanged: false Elapsed: 18ms
Info 119  [9:46:46.7] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 120  [9:46:46.122] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 121  [9:46:46.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 34 structureChanged: false Elapsed: 22ms
Info 122  [9:46:46.145] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 123  [9:46:46.393] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 124  [9:46:46.409] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 35 structureChanged: false Elapsed: 16ms
Info 125  [9:46:46.410] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 126  [9:46:46.508] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 127  [9:46:46.525] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 36 structureChanged: false Elapsed: 17ms
Info 128  [9:46:46.526] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 129  [9:46:47.263] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 130  [9:46:47.284] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 37 structureChanged: false Elapsed: 21ms
Info 131  [9:46:47.284] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 132  [9:46:49.207] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 133  [9:46:49.217] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 38 structureChanged: false Elapsed: 10ms
Info 134  [9:46:49.217] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 135  [9:46:50.164] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 136  [9:46:50.180] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 39 structureChanged: false Elapsed: 16ms
Info 137  [9:46:50.180] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 138  [9:46:50.541] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 139  [9:46:50.556] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 40 structureChanged: false Elapsed: 15ms
Info 140  [9:46:50.557] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 141  [9:46:50.745] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 142  [9:46:50.755] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 41 structureChanged: false Elapsed: 9ms
Info 143  [9:46:50.755] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 144  [9:46:51.4] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 145  [9:46:51.17] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 42 structureChanged: false Elapsed: 12ms
Info 146  [9:46:51.17] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 147  [9:46:51.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 148  [9:46:51.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 43 structureChanged: false Elapsed: 19ms
Info 149  [9:46:51.196] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 150  [9:46:51.292] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 151  [9:46:51.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 44 structureChanged: false Elapsed: 17ms
Info 152  [9:46:51.309] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 153  [9:46:52.221] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 154  [9:46:52.230] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 45 structureChanged: false Elapsed: 9ms
Info 155  [9:46:52.230] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 156  [9:46:52.651] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 157  [9:46:52.688] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 46 structureChanged: false Elapsed: 37ms
Info 158  [9:46:52.688] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 159  [9:46:52.800] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 160  [9:46:52.822] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 47 structureChanged: false Elapsed: 22ms
Info 161  [9:46:52.823] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 162  [9:46:53.123] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 163  [9:46:53.144] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 48 structureChanged: false Elapsed: 21ms
Info 164  [9:46:53.144] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 165  [9:46:53.287] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 166  [9:46:53.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 49 structureChanged: false Elapsed: 36ms
Info 167  [9:46:53.324] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 168  [9:46:53.429] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 169  [9:46:53.441] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 50 structureChanged: false Elapsed: 12ms
Info 170  [9:46:53.441] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 171  [9:46:54.392] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 172  [9:46:54.412] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 51 structureChanged: false Elapsed: 20ms
Info 173  [9:46:54.412] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 174  [9:46:55.136] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 175  [9:46:55.167] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 52 structureChanged: false Elapsed: 31ms
Info 176  [9:46:55.167] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 177  [9:46:55.378] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 178  [9:46:55.404] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 53 structureChanged: false Elapsed: 26ms
Info 179  [9:46:55.404] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 180  [9:46:55.574] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 181  [9:46:55.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 54 structureChanged: false Elapsed: 18ms
Info 182  [9:46:55.592] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 183  [9:46:55.656] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 184  [9:46:55.668] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 55 structureChanged: false Elapsed: 11ms
Info 185  [9:46:55.668] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 186  [9:46:55.824] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 187  [9:46:55.836] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 56 structureChanged: false Elapsed: 12ms
Info 188  [9:46:55.836] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 189  [9:46:57.58] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 190  [9:46:57.72] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 57 structureChanged: false Elapsed: 13ms
Info 191  [9:46:57.72] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 192  [9:46:57.184] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 193  [9:46:57.198] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 58 structureChanged: false Elapsed: 14ms
Info 194  [9:46:57.198] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 195  [9:46:57.389] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 196  [9:46:57.451] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 59 structureChanged: false Elapsed: 62ms
Info 197  [9:46:57.451] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 198  [9:46:57.703] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 199  [9:46:57.719] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 60 structureChanged: false Elapsed: 16ms
Info 200  [9:46:57.719] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 201  [9:46:57.932] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 202  [9:46:57.941] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 61 structureChanged: false Elapsed: 9ms
Info 203  [9:46:57.942] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 204  [9:46:58.176] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 205  [9:46:58.222] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 62 structureChanged: false Elapsed: 46ms
Info 206  [9:46:58.222] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 207  [9:46:58.261] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 208  [9:46:58.279] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 63 structureChanged: false Elapsed: 18ms
Info 209  [9:46:58.279] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 210  [9:46:58.728] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 211  [9:46:58.756] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 64 structureChanged: false Elapsed: 28ms
Info 212  [9:46:58.756] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 213  [9:46:58.947] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 214  [9:46:58.968] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 65 structureChanged: false Elapsed: 21ms
Info 215  [9:46:58.968] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 216  [9:46:59.98] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 217  [9:46:59.109] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 66 structureChanged: false Elapsed: 11ms
Info 218  [9:46:59.110] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 219  [9:46:59.257] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 220  [9:46:59.271] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 67 structureChanged: false Elapsed: 14ms
Info 221  [9:46:59.271] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 222  [9:47:0.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 223  [9:47:0.841] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 68 structureChanged: false Elapsed: 18ms
Info 224  [9:47:0.841] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 225  [9:47:1.400] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 226  [9:47:1.420] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 69 structureChanged: false Elapsed: 20ms
Info 227  [9:47:1.420] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 228  [9:47:1.579] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 229  [9:47:1.609] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 70 structureChanged: false Elapsed: 30ms
Info 230  [9:47:1.609] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 231  [9:47:1.768] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 232  [9:47:1.806] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 71 structureChanged: false Elapsed: 38ms
Info 233  [9:47:1.806] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 234  [9:47:1.845] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 235  [9:47:1.853] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 72 structureChanged: false Elapsed: 8ms
Info 236  [9:47:1.853] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 237  [9:47:2.121] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 238  [9:47:2.137] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 73 structureChanged: false Elapsed: 15ms
Info 239  [9:47:2.139] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 240  [9:47:2.375] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 241  [9:47:2.395] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 74 structureChanged: false Elapsed: 14ms
Info 242  [9:47:2.396] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 243  [9:47:2.563] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 244  [9:47:2.588] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 75 structureChanged: false Elapsed: 25ms
Info 245  [9:47:2.588] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 246  [9:47:2.802] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 247  [9:47:2.840] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 76 structureChanged: false Elapsed: 38ms
Info 248  [9:47:2.840] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 249  [9:47:3.119] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 250  [9:47:3.129] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 77 structureChanged: false Elapsed: 10ms
Info 251  [9:47:3.129] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 252  [9:47:3.200] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 253  [9:47:3.219] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 78 structureChanged: false Elapsed: 19ms
Info 254  [9:47:3.219] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 255  [9:47:3.509] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 256  [9:47:3.524] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 79 structureChanged: false Elapsed: 15ms
Info 257  [9:47:3.524] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 258  [9:47:3.706] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 259  [9:47:3.730] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 80 structureChanged: false Elapsed: 24ms
Info 260  [9:47:3.730] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 261  [9:47:3.832] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 262  [9:47:3.844] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 81 structureChanged: false Elapsed: 12ms
Info 263  [9:47:3.844] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 264  [9:47:3.976] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 265  [9:47:3.987] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 82 structureChanged: false Elapsed: 11ms
Info 266  [9:47:3.988] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 267  [9:47:6.51] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 268  [9:47:6.64] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 83 structureChanged: false Elapsed: 13ms
Info 269  [9:47:6.64] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 270  [9:47:6.856] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 271  [9:47:6.864] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 84 structureChanged: false Elapsed: 8ms
Info 272  [9:47:6.864] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 273  [9:47:7.109] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 274  [9:47:7.129] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 85 structureChanged: false Elapsed: 20ms
Info 275  [9:47:7.129] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 276  [9:47:7.524] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 277  [9:47:7.547] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 86 structureChanged: false Elapsed: 23ms
Info 278  [9:47:7.547] Different program with same set of files:: oldProgram.structureIsReused:: 2
Info 279  [9:47:7.729] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 280  [9:47:7.754] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 87 structureChanged: false Elapsed: 25ms
